customer id,customer_name,age,gender,age_category,churn,total_spend,average_spend,purchase_count
17937,Kelsey Blevins,41,Female,Middle Age,0,1370,1370.0,1
17938,Mrs. Carolyn Smith,31,Female,Adult,1,4403,733.8333333333334,6
17939,Adrian Miller,44,Male,Middle Age,0,8986,1497.6666666666667,6
17940,Joseph Li,26,Male,Adult,0,4843,807.1666666666666,6
17941,Jacqueline Allen,32,Female,Adult,0,5085,1017.0,5
17942,Sergio Shah,67,Male,Senior,0,1699,424.75,4
17943,Kristin Norris,68,Male,Senior,1,6698,956.8571428571429,7
17944,Javier Evans,20,Female,Young Adult,1,3770,754.0,5
17945,David Garcia,36,Male,Middle Age,0,3539,505.57142857142856,7
17946,Jamie Travis,68,Male,Senior,0,4979,1244.75,4
17947,Catherine Foster,37,Male,Middle Age,1,2024,506.0,4
17948,John Stevenson,43,Female,Middle Age,0,4634,926.8,5
17949,Amber Howell,32,Male,Adult,0,758,379.0,2
17950,Sara Ritter MD,55,Female,Senior,0,2960,986.6666666666666,3
17951,Stephen Vasquez,66,Female,Senior,0,1485,1485.0,1
17952,James Long,26,Female,Adult,0,3282,1094.0,3
17953,Desiree Roberts,36,Female,Middle Age,0,3755,536.4285714285714,7
17954,Daniel Haas,44,Female,Middle Age,0,2167,541.75,4
17955,Paul Lopez,47,Female,Middle Age,0,2983,596.6,5
17956,Deborah Barnett,22,Female,Young Adult,1,3162,1054.0,3
17957,Felicia Hernandez,58,Male,Senior,0,3961,990.25,4
17958,Jocelyn Wiggins,45,Female,Middle Age,1,3273,818.25,4
17959,Samantha Barnett,60,Male,Senior,0,1034,344.6666666666667,3
17960,Andrew Larson,35,Male,Adult,0,3894,778.8,5
17961,Lawrence White,23,Female,Young Adult,0,5043,1008.6,5
17962,Michele Hughes,62,Female,Senior,0,2931,732.75,4
17963,Jennifer Stein,61,Female,Senior,1,3797,632.8333333333334,6
17964,Emily Bowman,68,Male,Senior,1,1156,385.3333333333333,3
17965,Elizabeth Brown,64,Male,Senior,0,519,173.0,3
17966,Laurie Smith,56,Male,Senior,0,1356,1356.0,1
17967,Wendy Johnson,63,Female,Senior,1,4345,620.7142857142857,7
17968,Tina Herrera,60,Male,Senior,0,5190,576.6666666666666,9
17969,Jonathan Pruitt,63,Female,Senior,0,3831,957.75,4
17970,Paul Sanchez,22,Female,Young Adult,0,3663,732.6,5
17971,Michael Whitaker Jr.,53,Male,Senior,0,4182,1045.5,4
17972,Austin Sherman,49,Female,Middle Age,0,2484,621.0,4
17973,Cameron Ali,23,Female,Young Adult,1,5682,1136.4,5
17974,Debbie Saunders,52,Female,Senior,0,1965,393.0,5
17975,James Cuevas,66,Male,Senior,1,2099,419.8,5
17976,April Willis,45,Male,Middle Age,0,5320,760.0,7
17978,Tricia Solis,27,Male,Adult,1,4056,507.0,8
17979,Vanessa Mcdonald,25,Female,Young Adult,1,4640,773.3333333333334,6
17980,Craig Cook,47,Female,Middle Age,1,1690,338.0,5
17981,Amy Vega,34,Female,Adult,0,5633,804.7142857142857,7
17982,Katrina Williams,70,Female,Senior,0,831,831.0,1
17983,Michelle Smith,58,Male,Senior,0,3486,581.0,6
17984,Michael Robinson,23,Male,Young Adult,0,4993,998.6,5
17985,Edward Harvey,25,Female,Young Adult,0,4100,683.3333333333334,6
17986,Dillon Le,52,Male,Senior,1,6017,752.125,8
17987,Cameron Powell,42,Male,Middle Age,0,6396,913.7142857142857,7
17988,Natalie Mcknight,53,Female,Senior,0,3652,730.4,5
17989,Robert Evans,67,Male,Senior,0,1973,493.25,4
17990,Cory Collins,47,Female,Middle Age,0,696,348.0,2
17991,Timothy Friedman,39,Male,Middle Age,0,704,234.66666666666666,3
17992,Bryan Gates,55,Female,Senior,0,486,243.0,2
17993,Heather Williams,18,Male,Young Adult,0,3491,581.8333333333334,6
17994,Sarah Waters,55,Female,Senior,1,4184,523.0,8
17995,Tammy Rogers,68,Female,Senior,0,2086,417.2,5
17996,Sherri Rodriguez,65,Male,Senior,0,1877,469.25,4
17997,Diana Anderson,68,Male,Senior,0,2703,675.75,4
17998,Rhonda Davis,43,Male,Middle Age,1,3340,371.1111111111111,9
17999,Autumn Thompson,35,Female,Adult,0,3726,532.2857142857143,7
18000,Joshua Jackson,69,Female,Senior,0,1882,627.3333333333334,3
18001,Wendy Hayes,48,Male,Middle Age,1,3225,806.25,4
18002,Danielle Green,69,Female,Senior,0,4542,1135.5,4
18003,Brendan Tanner,52,Male,Senior,0,3435,858.75,4
18004,Heather Alvarez,69,Male,Senior,0,4951,1237.75,4
18005,Sheryl Johnson,69,Female,Senior,0,7953,1325.5,6
18006,Albert Roberts,19,Male,Young Adult,0,7131,1018.7142857142857,7
18007,Elizabeth Pollard,21,Female,Young Adult,0,1729,288.1666666666667,6
18008,Gail Schultz,27,Female,Adult,0,4836,967.2,5
18009,Melissa Velasquez,25,Female,Young Adult,0,2227,556.75,4
18010,Susan Mccoy,64,Female,Senior,0,9144,914.4,10
18011,Michele Gill,65,Male,Senior,0,3766,941.5,4
18012,Christy Holt,55,Female,Senior,0,1620,810.0,2
18013,Sherry Rose,46,Male,Middle Age,0,4902,1634.0,3
18014,Joseph Martin,70,Female,Senior,0,7531,836.7777777777778,9
18015,Jason Hill,56,Male,Senior,0,3118,623.6,5
18016,Matthew Carrillo,43,Female,Middle Age,0,4046,674.3333333333334,6
18017,Richard Hill,69,Male,Senior,0,5447,544.7,10
18018,Jack Lee,48,Male,Middle Age,0,3244,648.8,5
18019,Geoffrey Prince,48,Female,Middle Age,0,4888,977.6,5
18020,Maria Morris,58,Male,Senior,0,4863,810.5,6
18021,Jason Smith,40,Female,Middle Age,0,1987,993.5,2
18022,Alexandra Davis,29,Female,Adult,0,3351,670.2,5
18023,Isaiah Lloyd,56,Female,Senior,0,687,137.4,5
18024,Stephanie Simon,63,Female,Senior,0,5480,913.3333333333334,6
18025,Robin Lynch,26,Female,Adult,0,6116,1223.2,5
18026,Joshua Moore,45,Female,Middle Age,1,2031,507.75,4
18027,Shelly Perkins,19,Female,Young Adult,0,2999,749.75,4
18028,Audrey Cochran,46,Male,Middle Age,0,3196,639.2,5
18029,Shannon Nixon,66,Male,Senior,0,4097,585.2857142857143,7
18030,Cathy Brown,27,Male,Adult,1,2014,671.3333333333334,3
18031,Ruben Harrison,66,Female,Senior,0,4387,731.1666666666666,6
18032,Jose Kim,48,Male,Middle Age,0,2653,663.25,4
18033,Laura Cain,23,Male,Young Adult,0,2431,607.75,4
18034,Juan Martinez,66,Male,Senior,0,654,327.0,2
18035,Audrey Haynes,50,Male,Middle Age,0,2423,807.6666666666666,3
18036,April Carlson,68,Male,Senior,0,1836,612.0,3
18037,Matthew Reyes,58,Male,Senior,0,1501,500.3333333333333,3
18038,Deborah Taylor,33,Male,Adult,0,5845,974.1666666666666,6
18039,Jasmine Schaefer,52,Male,Senior,1,6534,933.4285714285714,7
18040,Mark Hernandez,36,Female,Middle Age,0,7451,1064.4285714285713,7
18041,Courtney Jones,20,Male,Young Adult,0,1117,279.25,4
18042,Evan Williams,33,Male,Adult,0,3748,624.6666666666666,6
18043,Kristen Moon,44,Male,Middle Age,0,4640,773.3333333333334,6
18044,Amy Martinez,55,Male,Senior,0,5407,1081.4,5
18045,Tim Foster,59,Female,Senior,0,4154,593.4285714285714,7
18046,Joshua Beltran,19,Female,Young Adult,1,2562,640.5,4
18047,Renee Murray,29,Male,Adult,1,6116,1019.3333333333334,6
18048,Cody Graham,50,Male,Middle Age,1,6294,572.1818181818181,11
18049,Luke Davis,46,Female,Middle Age,0,556,556.0,1
18050,Amber Scott,61,Male,Senior,0,1913,637.6666666666666,3
18051,Kara Walter,50,Male,Middle Age,1,5695,813.5714285714286,7
18052,Kevin Chambers,65,Female,Senior,0,4358,871.6,5
18053,Joseph Perry MD,52,Female,Senior,0,8665,962.7777777777778,9
18054,Richard Hall,27,Male,Adult,0,6658,665.8,10
18055,Beverly Wagner MD,18,Male,Young Adult,0,2881,576.2,5
18056,Sally Diaz,67,Female,Senior,1,1372,457.3333333333333,3
18057,Michelle Jensen,18,Female,Young Adult,0,2413,1206.5,2
18058,Ryan Reynolds,54,Male,Senior,1,5468,1093.6,5
18059,Paige Butler,45,Female,Middle Age,0,1672,557.3333333333334,3
18060,Carmen Gomez,68,Male,Senior,0,3299,659.8,5
18061,Susan Fisher,40,Male,Middle Age,0,8283,920.3333333333334,9
18062,Miss Michele Pham,61,Male,Senior,0,3198,799.5,4
18063,Misty Ramos,64,Male,Senior,0,3946,986.5,4
18064,Stephanie Brown,62,Male,Senior,0,1733,433.25,4
18065,James Stokes,70,Female,Senior,0,2525,631.25,4
18066,Hannah Mendez,59,Female,Senior,0,5647,705.875,8
18067,Jennifer Cooper,58,Female,Senior,1,3189,531.5,6
18068,James Gould,18,Female,Young Adult,0,4452,1113.0,4
18069,Audrey Erickson,36,Female,Middle Age,0,3335,833.75,4
18070,Heather Scott,38,Male,Middle Age,0,4238,529.75,8
18071,Paige Morris,23,Female,Young Adult,0,596,298.0,2
18072,Lisa Jefferson,31,Female,Adult,0,4085,680.8333333333334,6
18073,Kristopher Harding,29,Male,Adult,0,5952,850.2857142857143,7
18074,Rebecca Allen,22,Male,Young Adult,0,4508,901.6,5
18075,Tony Norris,60,Male,Senior,1,1786,357.2,5
18076,Bradley Wise,34,Male,Adult,1,2487,621.75,4
18077,Joseph Yang,66,Male,Senior,0,2054,513.5,4
18078,Jon Lindsey,70,Male,Senior,0,3325,1662.5,2
18079,Gregory Odonnell,52,Male,Senior,0,12268,1022.3333333333334,12
18080,Robin Long,60,Female,Senior,0,4766,680.8571428571429,7
18081,Amanda Moon,65,Male,Senior,0,7302,912.75,8
18082,Neil Conner,49,Male,Middle Age,0,6885,1377.0,5
18083,Barry Marshall,56,Male,Senior,0,1456,728.0,2
18084,Ian Garcia,24,Female,Young Adult,0,4527,905.4,5
18085,Ernest Harris,31,Female,Adult,1,1026,256.5,4
18086,Ann Martinez,63,Male,Senior,1,4528,646.8571428571429,7
18087,Cassandra Horne,54,Female,Senior,0,4137,689.5,6
18088,Robert Gregory,49,Male,Middle Age,1,5484,783.4285714285714,7
18089,Danielle Lowe,18,Male,Young Adult,0,295,147.5,2
18090,John Hodges,23,Female,Young Adult,0,3072,614.4,5
18091,Nicholas Smith,68,Male,Senior,1,4149,691.5,6
18092,Christopher Jackson,27,Female,Adult,0,2816,1408.0,2
18093,Kayla Hanson,26,Male,Adult,0,3118,779.5,4
18094,Lindsey Mathews,43,Female,Middle Age,0,2932,418.85714285714283,7
18095,Kathy Warren,45,Male,Middle Age,0,5006,1251.5,4
18096,Kimberly Munoz,55,Female,Senior,1,3924,784.8,5
18097,William Kaufman,18,Female,Young Adult,1,1876,625.3333333333334,3
18098,Anthony Howard,64,Male,Senior,0,3757,536.7142857142857,7
18099,Scott Macdonald,29,Female,Adult,0,3290,822.5,4
18100,Amber Phillips,20,Female,Young Adult,0,3824,956.0,4
18101,Sherry Perry,47,Male,Middle Age,0,4445,740.8333333333334,6
18102,Melissa Black,21,Female,Young Adult,0,4249,849.8,5
18103,Bethany Hartman,32,Male,Adult,0,4334,866.8,5
18104,Stephen Stevens,68,Female,Senior,1,2493,1246.5,2
18105,Christopher Rodriguez,66,Male,Senior,0,866,173.2,5
18106,Rachel Carter,68,Male,Senior,1,5634,939.0,6
18107,Lisa Garcia,18,Male,Young Adult,0,4222,1055.5,4
18108,Jeffrey Ward,18,Female,Young Adult,0,4420,884.0,5
18109,Alexandra Morris,42,Male,Middle Age,1,3158,789.5,4
18110,Donald Daniels,55,Female,Senior,0,5140,1028.0,5
18111,Rebekah Faulkner,43,Male,Middle Age,0,6398,799.75,8
18112,Christopher Greene,18,Female,Young Adult,1,4089,817.8,5
18113,Sara Payne,58,Female,Senior,1,1748,874.0,2
18114,Rebecca Robinson,23,Female,Young Adult,0,4799,685.5714285714286,7
18115,Lori Edwards,41,Male,Middle Age,0,5012,835.3333333333334,6
18116,Jeanne Mccarthy,27,Female,Adult,0,3853,1284.3333333333333,3
18117,Lisa Smith,32,Female,Adult,0,2934,978.0,3
18118,Andrew Mcbride,55,Male,Senior,0,2403,1201.5,2
18119,Luke Delgado,64,Female,Senior,0,4763,595.375,8
18120,Jennifer Ray,19,Female,Young Adult,0,7080,885.0,8
18121,Laurie Saunders PhD,41,Male,Middle Age,0,4756,951.2,5
18122,Jamie Fields,28,Female,Adult,1,1134,378.0,3
18123,Adam Henderson,70,Male,Senior,1,5366,766.5714285714286,7
18124,Kenneth Silva,49,Female,Middle Age,0,3020,755.0,4
18125,Jack Mcguire,31,Male,Adult,1,7364,920.5,8
18126,David Harrison,41,Female,Middle Age,0,1980,495.0,4
18127,Mason Spears,47,Male,Middle Age,0,2603,867.6666666666666,3
18128,Donald Kennedy,70,Male,Senior,0,1643,547.6666666666666,3
18129,Danielle Sutton,62,Male,Senior,0,934,311.3333333333333,3
18130,Joshua Olson,42,Male,Middle Age,0,892,892.0,1
18131,Kaitlin Drake,33,Male,Adult,1,3767,753.4,5
18132,Kayla Gutierrez,32,Female,Adult,0,1545,515.0,3
18133,Matthew Pope,18,Female,Young Adult,0,3730,621.6666666666666,6
18134,Jeffrey Robbins,34,Female,Adult,1,5103,637.875,8
18135,Sara Anderson,70,Female,Senior,0,6978,996.8571428571429,7
18136,Andre Jackson MD,29,Male,Adult,0,1712,428.0,4
18137,Jasmine Ortiz,57,Female,Senior,0,4134,1033.5,4
18138,Benjamin Schultz,63,Male,Senior,1,1560,780.0,2
18139,Wesley Robinson,61,Male,Senior,0,1728,432.0,4
18140,Pamela Carr,43,Male,Middle Age,0,6481,925.8571428571429,7
18141,Madison Smith,52,Male,Senior,1,4270,711.6666666666666,6
18142,Aaron Kelly,43,Female,Middle Age,0,2315,2315.0,1
18143,Katrina Stewart,39,Female,Middle Age,0,2735,911.6666666666666,3
18144,Tracy Schaefer,52,Male,Senior,0,5359,893.1666666666666,6
18145,Philip Warner,68,Male,Senior,0,3316,829.0,4
18146,Laura Graham,28,Female,Adult,1,6807,972.4285714285714,7
18147,Marie Christian,53,Female,Senior,0,4779,955.8,5
18148,Mark Williams,58,Male,Senior,0,4898,612.25,8
18149,John Stout,64,Male,Senior,0,2327,1163.5,2
18150,Nicole Lee,47,Male,Middle Age,0,1508,502.6666666666667,3
18151,James Howell,19,Female,Young Adult,0,2971,990.3333333333334,3
18152,Edward Jones,55,Female,Senior,0,4465,1116.25,4
18153,Veronica Henderson,58,Female,Senior,0,4653,775.5,6
18154,Richard Daniel,20,Female,Young Adult,0,4237,847.4,5
18155,Andrew Gonzales,68,Male,Senior,0,868,434.0,2
18156,Tiffany Lyons,56,Male,Senior,1,3844,768.8,5
18157,Jacqueline Clark DVM,50,Male,Middle Age,0,2448,816.0,3
18158,Claire Duran,39,Male,Middle Age,1,7960,1137.142857142857,7
18159,Joshua Flores,37,Male,Middle Age,1,3641,728.2,5
18160,Lisa Stephens,56,Female,Senior,0,2860,715.0,4
18161,Madison Beck,27,Male,Adult,0,4017,669.5,6
18162,Jamie Estrada,24,Female,Young Adult,0,6590,823.75,8
18163,Tanner Ruiz,55,Female,Senior,0,2533,844.3333333333334,3
18164,Ashley Richard,23,Female,Young Adult,0,3224,1612.0,2
18165,Michael Little,65,Male,Senior,1,1536,768.0,2
18166,William Barnes,50,Male,Middle Age,0,4743,592.875,8
18167,Carol Wells,67,Male,Senior,0,7254,1036.2857142857142,7
18168,Lisa Lopez,48,Female,Middle Age,0,7992,1141.7142857142858,7
18169,Becky Berger,22,Female,Young Adult,0,2800,933.3333333333334,3
18170,Nicole Woods,19,Female,Young Adult,0,6342,634.2,10
18171,Brian Thomas,61,Male,Senior,1,2711,1355.5,2
18172,Matthew Pope,37,Male,Middle Age,0,1266,422.0,3
18173,Jason Chandler,18,Female,Young Adult,0,5214,869.0,6
18174,Luis Reeves,30,Female,Adult,0,1235,617.5,2
18175,Katie Lee,21,Male,Young Adult,0,6583,822.875,8
18176,Daniel Elliott,60,Female,Senior,0,2191,1095.5,2
18177,Joshua Butler,33,Female,Adult,0,3771,942.75,4
18178,Timothy Smith,21,Male,Young Adult,0,2915,728.75,4
18179,Madeline Parker,34,Male,Adult,0,3490,698.0,5
18180,Cynthia Cooper,70,Male,Senior,0,3055,611.0,5
18181,Kathleen Glover,34,Female,Adult,0,3839,548.4285714285714,7
18182,Meghan Franklin,57,Female,Senior,0,1953,651.0,3
18183,Joshua Sanchez,27,Male,Adult,0,4567,652.4285714285714,7
18184,Brian Schneider,25,Female,Young Adult,0,7218,902.25,8
18185,Joseph Carter,69,Male,Senior,0,4247,1061.75,4
18186,Andrea Mullins,21,Female,Young Adult,0,5922,987.0,6
18187,Adam Baker,25,Female,Young Adult,0,5075,845.8333333333334,6
18188,Joseph Haas,21,Female,Young Adult,1,4850,808.3333333333334,6
18189,Ryan Atkinson,29,Female,Adult,0,3464,1154.6666666666667,3
18190,Mitchell Gray,37,Female,Middle Age,1,5089,1017.8,5
18191,James Brown,27,Male,Adult,0,3531,706.2,5
18192,Robert Lawrence,40,Male,Middle Age,0,1918,639.3333333333334,3
18193,Catherine Taylor,42,Male,Middle Age,0,4477,1119.25,4
18194,Christian Washington,40,Male,Middle Age,0,6371,796.375,8
18195,Zachary Walker,29,Female,Adult,0,4739,947.8,5
18196,Stacy Rowland,37,Male,Middle Age,0,5440,906.6666666666666,6
18197,Betty Copeland,67,Male,Senior,0,3668,1222.6666666666667,3
18198,Cody Thomas,25,Female,Young Adult,0,2917,486.1666666666667,6
18199,Marissa Madden,37,Female,Middle Age,0,1383,461.0,3
18200,Matthew Robinson,21,Male,Young Adult,0,5341,667.625,8
18201,Joanne Montoya,61,Male,Senior,1,5784,964.0,6
18202,Renee Thompson,46,Female,Middle Age,0,5763,960.5,6
18203,Maurice White,26,Female,Adult,0,3613,903.25,4
18204,Nicholas Santana,61,Male,Senior,0,9345,667.5,14
18205,Jennifer Williams,26,Female,Adult,0,1127,281.75,4
18206,Michael Ibarra,43,Female,Middle Age,0,4861,694.4285714285714,7
18207,Renee Hunter,20,Female,Young Adult,0,1485,1485.0,1
18208,Mark Alvarez,52,Female,Senior,0,1228,614.0,2
18209,Joshua Padilla,20,Male,Young Adult,1,4954,825.6666666666666,6
18210,Megan Andrews,22,Female,Young Adult,0,2520,840.0,3
18211,Luis Flores,26,Female,Adult,0,3463,865.75,4
18212,Lauren Hernandez,50,Female,Middle Age,0,108,108.0,1
18213,Kimberly Morgan,45,Female,Middle Age,0,3228,461.14285714285717,7
18214,Christopher Lewis,42,Female,Middle Age,0,5569,928.1666666666666,6
18215,Sean Brown,53,Female,Senior,0,6055,1009.1666666666666,6
18216,Kevin Sanford,23,Male,Young Adult,0,6592,599.2727272727273,11
18217,Jason Garcia,65,Male,Senior,0,2440,488.0,5
18218,Danny Alvarado,63,Female,Senior,0,9163,916.3,10
18219,Dustin Baker,45,Male,Middle Age,0,7585,1083.5714285714287,7
18220,Manuel Greene,62,Male,Senior,1,3984,796.8,5
18221,Alexander Grant,62,Male,Senior,0,2660,443.3333333333333,6
18222,Michael Wilson,59,Male,Senior,0,3473,1157.6666666666667,3
18223,Michael Mcmillan,63,Female,Senior,0,4291,1072.75,4
18224,Diana Mccoy,63,Female,Senior,1,7967,1593.4,5
18225,William Garcia,40,Male,Middle Age,0,2912,970.6666666666666,3
18226,Jennifer Larsen,40,Female,Middle Age,0,3106,776.5,4
18227,Jennifer Wilson,59,Female,Senior,0,3002,600.4,5
18228,Natalie Gillespie,69,Male,Senior,0,2690,538.0,5
18229,Sergio Stephenson,70,Female,Senior,0,7702,1283.6666666666667,6
18230,Jonathan Hill,63,Male,Senior,0,5753,821.8571428571429,7
18231,James Singh,64,Female,Senior,0,1780,890.0,2
18232,Eric Hess,50,Female,Middle Age,0,5736,717.0,8
18233,Kimberly Fowler,20,Female,Young Adult,1,3513,1171.0,3
18234,Ryan Mahoney,44,Female,Middle Age,1,2324,387.3333333333333,6
18235,Michael Ortega,53,Female,Senior,1,3170,634.0,5
18236,Kristen Cummings,42,Female,Middle Age,0,2413,482.6,5
18237,Cassandra Roach,39,Female,Middle Age,1,1208,402.6666666666667,3
18238,Oscar Pratt,47,Male,Middle Age,0,5473,912.1666666666666,6
18239,Alyssa Johnson,19,Male,Young Adult,0,1774,591.3333333333334,3
18240,Molly Nicholson,30,Male,Adult,0,2673,891.0,3
18241,Carly Murphy,34,Male,Adult,0,2565,641.25,4
18242,Linda Gomez,32,Male,Adult,0,3875,553.5714285714286,7
18243,James Fowler,63,Male,Senior,1,6924,989.1428571428571,7
18244,Jesse Phillips,62,Female,Senior,0,4929,985.8,5
18245,Alexander Bentley,68,Male,Senior,0,1558,519.3333333333334,3
18246,Julie Parker,18,Female,Young Adult,0,2273,757.6666666666666,3
18247,Michelle Norton,56,Female,Senior,0,2406,802.0,3
18248,Lance Nelson,67,Male,Senior,0,5953,744.125,8
18249,Stacy Lopez,66,Female,Senior,0,2802,700.5,4
18250,Allison Cortez,30,Female,Adult,0,4738,1184.5,4
18251,Todd Moore,68,Male,Senior,1,3361,1120.3333333333333,3
18252,Kimberly Morales,34,Male,Adult,0,3762,1881.0,2
18253,Amber Clark,26,Female,Adult,0,152,152.0,1
18254,Aaron Floyd,35,Female,Adult,0,1795,448.75,4
18255,Kyle Sexton,40,Female,Middle Age,0,2641,660.25,4
18256,Brandon Dawson,44,Female,Middle Age,0,3205,801.25,4
18257,Tonya Charles,36,Male,Middle Age,0,3962,990.5,4
18258,Linda Weaver,45,Male,Middle Age,0,2457,409.5,6
18259,Allison Nelson,36,Female,Middle Age,0,4517,645.2857142857143,7
18260,Brianna Marks,24,Female,Young Adult,0,2492,830.6666666666666,3
18261,Zachary Lang,22,Male,Young Adult,1,3189,455.57142857142856,7
18262,Megan Walker,64,Male,Senior,0,2020,336.6666666666667,6
18263,Matthew Ruiz,50,Male,Middle Age,0,5375,671.875,8
18264,David Smith II,28,Male,Adult,0,840,420.0,2
18265,Gregory Walsh,22,Female,Young Adult,1,942,314.0,3
18266,John Hutchinson,41,Male,Middle Age,1,3340,556.6666666666666,6
18267,Joshua Mccarthy,43,Male,Middle Age,1,2791,558.2,5
18268,Ashley Schroeder,55,Female,Senior,0,5225,870.8333333333334,6
18269,Darryl Allen,24,Female,Young Adult,0,4739,677.0,7
18270,Isabella Gibson,26,Female,Adult,1,3284,547.3333333333334,6
18271,Tina Edwards,58,Female,Senior,0,7387,923.375,8
18272,Lisa Smith,21,Male,Young Adult,1,7697,962.125,8
18273,Stacey Bush,56,Female,Senior,0,9160,832.7272727272727,11
18274,Jordan Larsen,21,Female,Young Adult,0,5198,649.75,8
18275,Katelyn Jones,32,Male,Adult,0,4552,650.2857142857143,7
18276,Heather Nelson,68,Male,Senior,0,3212,642.4,5
18277,Caitlin Fry,35,Female,Adult,1,7492,1070.2857142857142,7
18278,Emily Burns,49,Male,Middle Age,0,2092,1046.0,2
18279,Jennifer Bell,19,Male,Young Adult,0,330,330.0,1
18280,Donald Vazquez,24,Female,Young Adult,0,1884,376.8,5
18281,John Olson,39,Male,Middle Age,0,5925,987.5,6
18282,John Jones,63,Male,Senior,0,6380,2126.6666666666665,3
18283,Jacob Fox,66,Female,Senior,0,4818,803.0,6
18284,Ellen Gonzalez,68,Female,Senior,1,548,274.0,2
18285,Crystal Lewis,52,Male,Senior,1,2475,412.5,6
18286,Cindy Howe,27,Female,Adult,0,2091,522.75,4
18287,William Scott,43,Female,Middle Age,0,2957,739.25,4
18288,James Young,38,Male,Middle Age,0,1430,357.5,4
18289,Kayla James,62,Male,Senior,0,5011,1002.2,5
18290,Kimberly Daniels,39,Female,Middle Age,0,4516,645.1428571428571,7
18291,Michael Morris,55,Female,Senior,0,6472,1078.6666666666667,6
18292,Morgan Wilson,29,Male,Adult,0,4160,832.0,5
18293,Sara Rojas,49,Female,Middle Age,0,1996,998.0,2
18294,Travis Flores,68,Male,Senior,1,3458,576.3333333333334,6
18295,Dr. Molly Chavez,54,Female,Senior,0,1722,344.4,5
18296,Christine Valdez,35,Female,Adult,0,17,17.0,1
18297,Mrs. Sarah Rodriguez,41,Female,Middle Age,0,2142,428.4,5
18298,Terry Perez,24,Female,Young Adult,1,8152,815.2,10
18299,Jason Madden,53,Male,Senior,0,4732,676.0,7
18300,Jared Li,37,Female,Middle Age,0,5395,770.7142857142857,7
18301,Molly Bernard,68,Female,Senior,1,3993,570.4285714285714,7
18302,James Garcia,38,Female,Middle Age,0,1096,548.0,2
18303,Alexandra Brewer,43,Female,Middle Age,0,7366,818.4444444444445,9
18304,Mary Moreno,69,Female,Senior,1,3684,614.0,6
18305,Kimberly Serrano,43,Male,Middle Age,1,3536,505.14285714285717,7
18306,Donna Garcia,36,Female,Middle Age,0,5011,835.1666666666666,6
18307,Amber Roberts,67,Male,Senior,1,2301,383.5,6
18308,Kyle Krueger,57,Female,Senior,0,6678,954.0,7
18309,Amanda Jones,32,Male,Adult,0,4874,609.25,8
18310,Audrey Shelton,25,Female,Young Adult,0,1504,1504.0,1
18311,Chris Carter,25,Male,Young Adult,0,6493,649.3,10
18312,Elizabeth Mercado,57,Male,Senior,0,4954,707.7142857142857,7
18313,Brooke Herrera,54,Female,Senior,0,2923,487.1666666666667,6
18314,Lauren Stevens,45,Female,Middle Age,0,5999,749.875,8
18315,Jennifer Carlson,67,Female,Senior,0,5811,726.375,8
18316,James Campbell,28,Female,Adult,0,2180,726.6666666666666,3
18317,Stephanie Martinez,24,Male,Young Adult,1,4795,599.375,8
18318,Lisa Hernandez,27,Male,Adult,1,8147,626.6923076923077,13
18319,Ann Ewing,44,Female,Middle Age,0,3050,508.3333333333333,6
18320,Kelly Hall,25,Female,Young Adult,0,7993,999.125,8
18321,Matthew Burns,18,Female,Young Adult,0,614,204.66666666666666,3
18322,Victoria Hansen,28,Female,Adult,0,2432,810.6666666666666,3
18323,Leslie Ho,53,Female,Senior,0,2242,747.3333333333334,3
18324,Juan Watson,19,Male,Young Adult,1,5424,1356.0,4
18325,Derek Marquez,36,Male,Middle Age,1,3473,578.8333333333334,6
18326,Roberto Brown,69,Male,Senior,0,6142,2047.3333333333333,3
18327,Stephanie Gonzalez,41,Male,Middle Age,0,2623,524.6,5
18328,Andrew Parker,64,Male,Senior,0,4517,752.8333333333334,6
18329,Evelyn Nixon,53,Female,Senior,0,3837,767.4,5
18330,Jaime Wall,50,Female,Middle Age,0,2715,543.0,5
18331,Gregory Duffy,63,Male,Senior,0,7994,999.25,8
18332,Benjamin Lee,47,Female,Middle Age,0,5287,755.2857142857143,7
18333,Michelle Golden,60,Male,Senior,0,3695,923.75,4
18334,Victoria Adams,58,Male,Senior,0,3900,780.0,5
18335,Matthew Boyd,56,Female,Senior,1,2186,437.2,5
18336,Jon Bridges,38,Male,Middle Age,1,1989,994.5,2
18337,Charles Walker,43,Male,Middle Age,0,5954,850.5714285714286,7
18338,Jason Howard,63,Male,Senior,0,2696,674.0,4
18339,Mr. Dylan Ryan,42,Female,Middle Age,0,1777,592.3333333333334,3
18340,Devon Jones,44,Male,Middle Age,1,3638,909.5,4
18341,Kim Church,19,Female,Young Adult,1,2560,640.0,4
18342,Michael Crawford,70,Female,Senior,0,1767,441.75,4
18343,Nathan Summers,44,Male,Middle Age,0,1439,479.6666666666667,3
18344,Mary Caldwell,18,Female,Young Adult,1,3810,952.5,4
18345,Ronald Neal,19,Female,Young Adult,1,4524,1508.0,3
18346,Stephanie Todd,65,Male,Senior,1,4652,1163.0,4
18347,William Williamson,23,Male,Young Adult,0,689,229.66666666666666,3
18348,Kathy Smith,31,Female,Adult,0,2781,927.0,3
18349,Shari Campbell,60,Female,Senior,0,2776,396.57142857142856,7
18350,Gregory Stokes,39,Female,Middle Age,0,5493,784.7142857142857,7
